,name,state,year,count,committee,full_name,unique_committees_count
179,brady,Texas,2019,9,['Committee On Ways And Means'],Kevin Brady,1
180,braley,Iowa,2013,186,['Committee On Energy And Commerce'],Bruce L. Braley,1
181,brat,Virginia,2015,142,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Small Business', 'Committee On The Budget', 'Committee On Workforce Protections']",Dave Brat,5
182,brat,Virginia,2017,149,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Small Business', 'Committee On The Budget', 'Committee On Workforce Protections']",David Brat,5
183,bratt,Virginia,2015,1,['Committee On Workforce Protections'],Dave Bratt,1
184,bridenstine,Oklahoma,2013,169,"['Committee On Armed Services', 'Committee On Oversight And Investigations', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Jim Bridenstine,6
185,bridenstine,Oklahoma,2015,174,"['Committee On Armed Services', 'Committee On Science, Space, And Technology', 'Committee On Seapower And Projection Forces', 'Committee On Strategic Forces']",Jim Bridenstine,4
186,bridenstine,Oklahoma,2017,109,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Science, Space, And Technology', 'Committee On Seapower And Projection Forces', 'Committee On Strategic Forces']",Jim Bridenstine,5
187,brindisi,New York,2019,139,"['Committee On Agriculture', 'Committee On Armed Services', 'Committee On Economic Opportunity', 'Committee On Health', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces', ""Committee On Veterans' Affairs""]",Anthony Brindisi,7
188,brooks,Alabama,2013,401,"['Committee On Armed Services', 'Committee On Foreign Affairs', 'Committee On Oversight And Investigations', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces']",Mo Brooks,6
189,brooks,Alabama,2015,408,"['Committee On Armed Services', 'Committee On Emerging Threats And Capabilities', 'Committee On Foreign Affairs', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces']",Mo Brooks,5
190,brooks,Alabama,2017,313,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Foreign Affairs', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Mo Brooks,6
191,brooks,Alabama,2019,131,"['Committee On Armed Services', 'Committee On Readiness', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces']",Mo Brooks,4
192,brooks,Alabama,2021,83,"['Committee On Armed Services', 'Committee On Cyber, Innovative Technologies, And Information Systems', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces']",Mo Brooks,4
193,brooks,Indiana,2013,218,"['Committee On Early Childhood,', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Early Childhood,Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training', 'Committee On Homeland Security', 'Committee On The Events Surrounding The 2012 Terrorist', 'Committee On Transportation Security']",Susan W. Brooks,10
194,brooks,Indiana,2015,178,['Committee On Energy And Commerce'],Susan W. Brooks,1
195,brooks,Indiana,2017,175,['Committee On Energy And Commerce'],Susan W. Brooks,1
196,brooks,Indiana,2019,92,['Committee On Energy And Commerce'],Susan W. Brooks,1
197,broun,Georgia,2013,210,"['Committee On Counterterrorism And Intelligence', 'Committee On Homeland Security', 'Committee On Oversight And Management Efficiency', 'Committee On Science, Space, And Technology']",Paul C. Broun,4
198,brown,Florida,2013,189,"['Committee On Health', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Corrine Brown,3
199,brown,Florida,2015,132,"['Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs"", ""Committee On Veterans' Affairs""]",Corrine Brown,3
200,brown,Florida,2017,1,"[""Committee On Veterans' Affairs""]",Corrine Brown,1
201,brown,Maryland,2017,67,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Readiness', 'Committee On Tactical Air And Land Forces']",Anthony G. Brown,4
202,brown,Maryland,2019,116,"['Committee On Armed Services', 'Committee On Intelligence And Emerging Threats And Capabilities', 'Committee On Natural Resources', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure']",Anthony G. Brown,5
203,brown,Maryland,2021,80,"['Committee On Armed Services', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Anthony G. Brown,7
204,brown,Ohio,2013,1,['Committee On Economic Opportunity (Eo)'],Sherrod Brown,1
205,brown,Ohio,2017,1,"[""Committee On Veterans' Affairs""]",Sherrod Brown,1
206,brown,Ohio,2021,65,"['Committee On Agriculture', 'Committee On Oversight And Reform']",Shontel M. Brown,2
207,brownley,California,2013,212,"['Committee On Economic Opportunity', 'Committee On Economic Opportunity (Eo)', 'Committee On Health', 'Committee On Science, Space, And Technology', ""Committee On Veterans' Affairs""]",Julia Brownley,5
208,brownley,California,2015,157,"['Committee On Disability Assistance And Memorial Affairs', 'Committee On Health', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Julia Brownley,4
209,brownley,California,2017,169,"['Committee On Disability Assistance And Memorial Affairs', 'Committee On Health', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Julia Brownley,4
210,brownley,California,2019,154,"['Committee On Health', 'Committee On Technology Modernization', 'Committee On The Climate Crisis', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Julia Brownley,5
211,brownley,California,2021,70,"['Committee On The Climate Crisis', 'Committee On The Climate Crisis', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Julia Brownley,6
212,brownsville,Texas,2019,1,['Committee On Oversight And Reform'],Just North Of Brownsville,1
213,buchanan,Florida,2013,91,"['Committee On Health', 'Committee On Trade', 'Committee On Ways And Means']",Vern Buchanan,3
214,buchanan,Florida,2015,86,"['Committee On Health', 'Committee On Human Resources', 'Committee On Social Security', 'Committee On Ways And Means']",Vern Buchanan,4
215,buchanan,Florida,2017,57,"['Committee On Health', 'Committee On Oversight', 'Committee On Social Security', 'Committee On Ways And Means', 'Committee On Ways And Means']",Vern Buchanan,5
216,buchanan,Florida,2019,9,['Committee On Ways And Means'],Vern Buchanan,1
217,buck,Colorado,2015,277,"['Committee On Oversight And Government Reform', 'Committee On The Judiciary']",Ken Buck,2
218,buck,Colorado,2017,66,['Committee On The Judiciary'],Ken Buck,1
219,buck,Colorado,2019,235,"['Committee On Antitrust, Commercial', 'Committee On Antitrust, Commercial And', 'Committee On Antitrust, Commercial And', 'Committee On Antitrust, Commercial And Administrative Law', 'Committee On Foreign Affairs', 'Committee On Immigration And Citizenship', 'Committee On Judiciary', 'Committee On Oversight And Investigations', 'Committee On The Judiciary']",Ken Buck,9
220,buck,Colorado,2021,147,"['Committee On Antitrust, Commercial,', 'Committee On Foreign Affairs', 'Committee On Immigration And Citizenship', 'Committee On The Judiciary']",Ken Buck,4
221,bucshon,Indiana,2013,273,"['Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On Transportation And Infrastructure', 'Committee On Workforce Protections']",Larry Bucshon,6
222,bucshon,Indiana,2015,178,['Committee On Energy And Commerce'],Larry Bucshon,1
223,bucshon,Indiana,2017,175,['Committee On Energy And Commerce'],Larry Bucshon,1
224,bucshon,Indiana,2019,92,['Committee On Energy And Commerce'],Larry Bucshon,1
225,bucshon,Indiana,2021,31,['Committee On Energy And Commerce'],Larry Bucshon,1
226,budd,North Carolina,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Ted Budd,2
227,budd,North Carolina,2019,111,['Committee On Financial Services'],Ted Budd,1
228,budd,North Carolina,2021,108,['Committee On Financial Services'],Ted Budd,1
229,buffalo,New York,2021,1,['Committee On Oversight And Reform'],Headquarters In Buffalo,1
230,burchett,Tennessee,2019,233,"['Committee On Foreign Affairs', 'Committee On Small Business', 'Committee On The Budget', 'Committee On Foreign Affairs']",Tim Burchett,4
231,burchett,Tennessee,2021,108,"['Committee On Foreign Affairs', 'Committee On Transportation And Infrastructure']",Tim Burchett,2
232,bureau,Texas,2021,1,['Committee On Constitutional'],On Power. According To The U.S. Census Bureau,1
233,burgess,Texas,2013,186,['Committee On Energy And Commerce'],Michael C. Burgess,1
234,burgess,Texas,2015,179,"['Committee On Energy And Commerce', 'Committee On Rules', 'Committee On Energy And Commerce']",Michael C. Burgess,3
235,burgess,Texas,2017,175,['Committee On Energy And Commerce'],Michael C. Burgess,1
236,burgess,Texas,2019,96,"['Committee On Energy And Commerce', 'Committee On Rules']",Michael C. Burgess,2
237,burgess,Texas,2021,53,"['Committee On Energy And Commerce', 'Committee On Rules', 'Committee On The Budget']",Michael C. Burgess,3
238,burr,North Carolina,2013,1,['Committee On Economic Opportunity (Eo)'],Richard Burr,1
239,bush,Missouri,2021,213,"['Committee On Crime, Terrorism, And Homeland Security', 'Committee On Oversight And Reform', 'Committee On The Constitution, Civil Rights,', 'Committee On The Judiciary']",Cori Bush,4
240,bustos,Illinois,2013,105,"['Committee On Agriculture', 'Committee On Transportation And Infrastructure']",Cheri Bustos,2
241,bustos,Illinois,2015,112,"['Committee On Agriculture', 'Committee On Transportation And Infrastructure']",Cheri Bustos,2
242,bustos,Illinois,2017,70,"['Committee On Agriculture', 'Committee On Transportation And Infrastructure']",Cheri Bustos,2
243,bustos,Illinois,2019,38,['Committee On Agriculture'],Cheri Bustos,1
244,bustos,Illinois,2021,39,['Committee On Agriculture'],Cheri Bustos,1
245,butterfield,North Carolina,2013,185,['Committee On Energy And Commerce'],G.K. Butterfield,1
246,butterfield,North Carolina,2015,177,['Committee On Energy And Commerce'],G.K. Butterfield,1
247,butterfield,North Carolina,2017,175,['Committee On Energy And Commerce'],G.K. Butterfield,1
248,butterfield,North Carolina,2019,101,"['Committee On Energy And Commerce', 'Committee On House Administration', 'Committee On House Adminstration']",G. K. Butterfield,3
249,butterfield,North Carolina,2021,55,"['Committee On Elections', 'Committee On Energy And Commerce', 'Committee On House Administration']",G. K. Butterfield,3
250,byrne,Alabama,2013,55,"['Committee On Armed Services', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Seapower And Projection Forces', 'Committee On Tactical Air And Land Forces']",Bradley Byrne,6
251,byrne,Alabama,2015,144,"['Committee On Armed Services', 'Committee On Education And The Workforce', 'Committee On Emerging Threats And Capabilities', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training', 'Committee On Rules', 'Committee On Seapower And Projection Forces']",Bradley Byrne,7
252,byrne,Alabama,2017,105,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Development', 'Committee On Seapower And Projection Forces', 'Committee On Strategic Forces', 'Committee On Workforce Protections']",Bradley Byrne,7
253,byrne,Alabama,2019,118,"['Committee On Armed Services', 'Committee On Education And Labor', 'Committee On Seapower And Projection Forces', 'Committee On Strategic Forces', 'Committee On Workforce Protections']",Bradley Byrne,5
254,california,Arizona,2019,1,"['Committee On Science, Space, And Technology']",Teams In California,1
255,calvert,California,2013,9,['Committee On The Budget'],Ken Calvert,1
256,cambridge,Massachusetts,2019,1,"['Committee On Science, Space, And Technology']",Cambridge,1
